Image,brand,model,category,Page,Img Score,repairability_score,source,device_text,Release Order,Date,Summary,Note,Scorecard Version,problem,fixed_flag,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Failure_ID,usage_duration,failure_type,warranty_status,repair_cost,customer_rating,comments,series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,price,device_text_clean
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-2-2-230x350.png,BOSCH,BOSCH,Mower,2.0,,8.8,repairability-final,BOSCH BOSCH Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bosch bosch mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-1-2-230x350.png,ROBOMOW,ROBOMOW,Mower,2.0,,8.0,repairability-final,ROBOMOW ROBOMOW Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robomow robomow mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-2-1-230x350.png,WORX,WORX,Mower,2.0,,8.1,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-1-1-230x350.png,BOSCH,BOSCH,Mower,2.0,,8.4,repairability-final,BOSCH BOSCH Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bosch bosch mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-5-2-230x350.png,GARDENA,GARDENA,Mower,2.0,,7.8,repairability-final,GARDENA GARDENA Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gardena gardena mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-8-230x350.png,GARDENA,GARDENA,Mower,2.0,,8.1,repairability-final,GARDENA GARDENA Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gardena gardena mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-16-230x350.png,MCCULLOCH,MCCULLOCH,Mower,3.0,,7.6,repairability-final,MCCULLOCH MCCULLOCH Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcculloch mcculloch mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-15-1-230x350.png,WORX,WORX,Mower,3.0,,7.6,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-14-1-230x350.png,GARDENA,GARDENA,Mower,3.0,,7.9,repairability-final,GARDENA GARDENA Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gardena gardena mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-12-230x350.png,GARDENA,GARDENA,Mower,3.0,,7.5,repairability-final,GARDENA GARDENA Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gardena gardena mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-11-230x350.png,WORX,WORX,Mower,3.0,,7.6,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-10-230x350.png,WORX,WORX,Mower,3.0,,7.6,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-8-230x350.png,WORX,WORX,Mower,3.0,,7.5,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-6-230x350.png,WORX,WORX,Mower,3.0,,8.1,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-3-230x350.png,WORX,WORX,Mower,3.0,,8.1,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-4-230x350.png,WORX,WORX,Mower,3.0,,8.1,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-3-230x350.png,WORX,WORX,Mower,3.0,,8.1,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-7-230x350.png,WORX,WORX,Mower,3.0,,7.5,repairability-final,WORX WORX Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worx worx mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-5-1-230x350.png,Landxcape,Landxcape,Mower,3.0,,7.4,repairability-final,Landxcape Landxcape Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landxcape landxcape mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-4-1-230x350.png,WOLF,WOLF,Mower,3.0,,7.7,repairability-final,WOLF WOLF Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wolf wolf mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-3-1-230x350.png,WOLF,WOLF,Mower,3.0,,7.7,repairability-final,WOLF WOLF Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wolf wolf mower
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-10-1-230x350.png,Huawei,JNY-LX1,Smartphone,6.0,,5.4,repairability-final,Huawei JNY-LX1 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei jny lx1 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-11-230x350.png,Huawei Y6 2018,ATU-L21,Smartphone,6.0,,5.5,repairability-final,Huawei Y6 2018 ATU-L21 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei y6 2018 atu l21 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-10-230x350.png,Huawei P40 lite,51095DDS,Smartphone,6.0,,5.4,repairability-final,Huawei P40 lite 51095DDS Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei p40 lite 51095dds smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/0-a-19-2-230x350.png,KXD,KXD A1,Smartphone,6.0,,1.0,repairability-final,KXD KXD A1 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kxd kxd a1 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-27-230x350.png,OnePlus,–,Smartphone,6.0,,6.0,repairability-final,OnePlus – Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oneplus smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-26-230x350.png,XIAOMI,XIA6941059650430,Smartphone,6.0,,7.1,repairability-final,XIAOMI XIA6941059650430 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiaomi xia6941059650430 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-9-230x350.png,SAMSUNG,SAMGALAXYN10LN,Smartphone,6.0,,5.8,repairability-final,SAMSUNG SAMGALAXYN10LN Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samsung samgalaxyn10ln smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-4-230x350.png,APPLE,A2403,Smartphone,6.0,,6.0,repairability-final,APPLE A2403 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2403 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-8-230x350.png,Huawei,HUAMATE40PROBLA,Smartphone,6.0,,5.1,repairability-final,Huawei HUAMATE40PROBLA Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei huamate40probla smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-25-230x350.png,XIAOMI,XIAOMI,Smartphone,6.0,,7.0,repairability-final,XIAOMI XIAOMI Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiaomi xiaomi smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-7-230x350.png,Samsung,SAMGALAXYA31N,Smartphone,6.0,,5.9,repairability-final,Samsung SAMGALAXYA31N Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samsung samgalaxya31n smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-24-230x350.png,XIAOMI,XIAOMI,Smartphone,6.0,,7.1,repairability-final,XIAOMI XIAOMI Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiaomi xiaomi smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-23-230x350.png,OPPO,OPP6944284660106,Smartphone,6.0,,7.0,repairability-final,OPPO OPP6944284660106 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oppo opp6944284660106 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-22-230x350.png,OnePlus,OnePlus,Smartphone,6.0,,6.0,repairability-final,OnePlus OnePlus Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oneplus oneplus smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-21-230x350.png,OnePlus,OnePlus,Smartphone,6.0,,6.0,repairability-final,OnePlus OnePlus Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oneplus oneplus smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-20-230x350.png,ASUS,–,Smartphone,6.0,,6.0,repairability-final,ASUS – Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asus smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-19-230x350.png,APPLE,OCC80YG3DC88880,Smartphone,7.0,,6.3,repairability-final,APPLE OCC80YG3DC88880 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple occ80yg3dc88880 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-6-230x350.png,Samsung,SAMGALAXS205GBL,Smartphone,7.0,,5.7,repairability-final,Samsung SAMGALAXS205GBL Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samsung samgalaxs205gbl smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-18-230x350.png,Swissvoice,–,Smartphone,7.0,,7.3,repairability-final,Swissvoice – Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swissvoice smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-21-5-230x350.png,APPLE,A2411,Smartphone,7.0,,6.0,repairability-final,APPLE A2411 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2411 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-4-230x350.png,APPLE,A1901,Smartphone,7.0,,4.8,repairability-final,APPLE A1901 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a1901 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-1-230x350.png,SAMSUNG,SAMGALAXS20PN,Smartphone,7.0,,5.8,repairability-final,SAMSUNG SAMGALAXS20PN Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samsung samgalaxs20pn smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/Frame-230x350.png,Maxcom,MS459,Smartphone,7.0,,6.5,repairability-final,Maxcom MS459 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxcom ms459 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-4-230x350.png,APPLE,A2399,Smartphone,7.0,,6.0,repairability-final,APPLE A2399 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2399 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-8-230x350.png,HMD GLOBAL OY,Nokia 2.4,Smartphone,7.0,,6.5,repairability-final,HMD GLOBAL OY Nokia 2.4 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hmd global oy nokia 2 4 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-18-2-230x350.png,Huawei,HUA3613560018490,Smartphone,7.0,,5.8,repairability-final,Huawei HUA3613560018490 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei hua3613560018490 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-22-3-230x350.png,YANG TECHNOLOGY SAS,OPPO FIND X2 PRO(CPH2025),Smartphone,7.0,,7.1,repairability-final,YANG TECHNOLOGY SAS OPPO FIND X2 PRO(CPH2025) Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yang technology sas oppo find x2 pro cph2025 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-21-5-230x350.png,APPLE,A2411,Smartphone,7.0,,6.0,repairability-final,APPLE A2411 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2411 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-20-5-230x350.png,Huawei P20,EML-L29,Smartphone,7.0,,6.0,repairability-final,Huawei P20 EML-L29 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei p20 eml l29 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-11-3-230x350.png,SAMSUNG,SAMGALAXYA20EBL,Smartphone,7.0,,5.7,repairability-final,SAMSUNG SAMGALAXYA20EBL Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samsung samgalaxya20ebl smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-19-6-230x350.png,APPLE,A2407,Smartphone,7.0,,6.0,repairability-final,APPLE A2407 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2407 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-12-4-230x350.png,APPLE,A2105,Smartphone,7.0,,4.5,repairability-final,APPLE A2105 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2105 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-15-3-230x350.png,Huawei,HUAWEIP40LITSS12,Smartphone,8.0,,5.4,repairability-final,Huawei HUAWEIP40LITSS12 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei huaweip40litss12 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-18-5-230x350.png,XIAOMI,Redmi 8,Smartphone,8.0,,7.1,repairability-final,XIAOMI Redmi 8 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiaomi redmi 8 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-17-6-230x350.png,OnePlus,OnePlus,Smartphone,8.0,,6.8,repairability-final,OnePlus OnePlus Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oneplus oneplus smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-1-6-230x350.png,DORO,7785,Smartphone,8.0,,5.7,repairability-final,DORO 7785 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doro 7785 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-15-7-230x350.png,APPLE,A2399,Smartphone,8.0,,6.0,repairability-final,APPLE A2399 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2399 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-10-3-230x350.png,Huawei Mate40 Pro,NOH-NX9,Smartphone,8.0,,5.1,repairability-final,Huawei Mate40 Pro NOH-NX9 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huawei mate40 pro noh nx9 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-8-8-230x350.png,HMD GLOBAL OY,Nokia 7.2,Smartphone,8.0,,6.0,repairability-final,HMD GLOBAL OY Nokia 7.2 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hmd global oy nokia 7 2 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-25-4-230x350.png,XIAOMI,Redmi Note 10S,Smartphone,8.0,,7.2,repairability-final,XIAOMI Redmi Note 10S Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiaomi redmi note 10s smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-14-4-230x350.png,APPLE,A2218,Smartphone,8.0,,4.5,repairability-final,APPLE A2218 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple a2218 smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-13-4-230x350.png,Samsung Electronics Co. Ltd,SAMGALAXS20PGR,Smartphone,8.0,,5.8,repairability-final,Samsung Electronics Co. Ltd SAMGALAXS20PGR Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samsung electronics co ltd samgalaxs20pgr smartphone
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-4-230x350.png,APPLE,AP0194252121931,Smartphone,8.0,,6.0,repairability-final,APPLE AP0194252121931 Smartphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple ap0194252121931 smartphone
