Release Order,OEM,Device,Date,Summary,Score,Note,Scorecard Version
38,Nexus,6,2014,"+ Pressure contacts and cable connectors make the modular components (cameras, buttons, headphone jack) easy to replace.
+ The Nexus 6 uses a single kind of screw, although it's a fairly uncommon size (T3).
- Several components (vibrator, SIM slot, speaker, USB port) are soldered directly to the motherboard and will be more difficult to replace than if they were connected by cable.",7,,1.0
37,Apple,iPhone 6 Plus,2014,"+ Continuing the trend from the iPhone 5 series, the display assembly comes out of the phone first, simplifying screen repairs.
+ The battery is straightforward to access. Removing it requires a proprietary pentalobe screwdriver and knowledge of the adhesive removal technique, but is not difficult.
- The iPhone 6 Plus still uses proprietary Pentalobe screws on the exterior, requiring a specialty screwdriver to remove.",7,,1.0
36,Apple,iPhone 6,2014,"+ Continuing the trend from the iPhone 5 series, the display assembly comes out of the phone first, simplifying screen repairs.
+ The battery is straightforward to access. Removing it requires a proprietary pentalobe screwdriver and knowledge of the adhesive removal technique, but is not difficult.
- The iPhone 6 still uses proprietary Pentalobe screws on the exterior, requiring a specialty screwdriver to remove.",7,,1.0
35,Samsung,Galaxy Alpha,2014,"+ The battery is incredibly easy to remove and replace.
- The display assembly is held in with a significant amount of adhesive and requires very careful prying and a considerable amount of heat to remove without cracking the thin glass or cutting cables.
- Replacing anything other than the battery requires first removing the display, risking extra damage on the way to a repair.",5,,1.0
34,Amazon,Fire Phone,2014,"+ External, non-proprietary screws means no adhesive holding the device together, and an easier time getting in.
- Tons of cables and connectors make disassembly tedious and reassembly difficult.
- The four Dynamic Perspective cameras are encased in glue. Replacement will mean heat and cutting.",3,,1.0
33,Samsung,Galaxy S5 Mini,2014,"+ The battery is incredibly easy to remove and replace.
• The display is now one of the first components out, making its replacement a little faster. However, it is held in with a significant amount of adhesive and requires very careful and persistent prying, as well as a considerable amount of heat to remove without cracking the glass or cutting cables.
- Replacing anything other than the battery requires first removing the display, risking extra damage on the way to a repair.",5,,1.0
32,OnePlus,One,2014,"+ No proprietary screws and only one screw head type decreases cost of tools for repairs.
- With its connector trapped under a plastic panel and several screws, the battery is more of a chore to replace than necessary.
- The LCD and digitizer glass are fused together and must be replaced as a single part, and they require heat to remove from the midframe.",5,,1.0
31,Samsung,Galaxy S5,2014,"+ The battery is incredibly easy to remove and replace.
• The display is now one of the first components out, making replacements a little faster. However, it is held in with a significant amount of adhesive and requires very careful and persistent prying and a considerable amount of heat to remove without cracking the glass or cutting cables.
- Replacing anything other than the battery requires first removing the display, risking extra damage on the way to a repair.",5,,1.0
30,HTC,One M8,2014,"- It's very difficult—although no longer impossible—to open the device without damaging the rear case. This makes every component extremely difficult to replace.
- The battery is buried beneath the motherboard and adhered to the midframe, hindering its replacement.
- The display assembly cannot be replaced without tunneling through the entire phone. This makes one of most common repairs, a damaged screen, very difficult to accomplish.",2,,1.0
29,Fairphone,1,2013,"+ The battery can be replaced without any tools.
+ It's very easy to open and access the internal components.
- Several smaller components are soldered to the motherboard, increasing repair difficulty (front-facing camera, vibrator motor, LED flash, and headphone jack).",7,,1.0
28,Nexus,5,2013,"+ Very modular design allows independent replacement of several wear-prone components—like the headphone jack and speakers.
+ Only very mild adhesive holds the battery in place, making it fairly easy to safely remove and replace.
- The glass and LCD are fused to the display frame. Fixing broken glass will be either expensive or very difficult.",8,,1.0
27,Apple,iPhone 5c,2013,"+ Just like in the iPhone 5, the display assembly is the first component out of the phone, simplifying screen replacements.
+ The battery is still fairly easy to access, even though it's not technically ""user replaceable.""
- Adhesive on the antenna connectors hinder disassembly.",6,,1.0
26,Apple,iPhone 5s,2013,"+ Just like in the iPhone 5, the display assembly is the first component out of the phone, simplifying screen replacements.
+ The battery is still fairly easy to access, even though it's not technically ""user replaceable.""
- The fingerprint sensor cable could be easily ripped out of its socket if a user is not careful while opening the phone.",6,,1.0
25,Motorola,Moto X 1st Generation,2013,"+ Pressure contacts and cable connectors make the modular components (cameras, buttons, headphone jack and speakers) easy to replace.
+ The Moto X uses a single kind of screw, although it's a fairly uncommon size (T3).
- Sticky adhesive on the back cover is annoying and will slow opening the phone.",7,,1.0
24,Samsung,Galaxy S4,2013,"+ The battery can be replaced in seconds, without any tools.
+ Very easy to open and access internal components.
- The glass is fused to both the display and the display frame, increasing repair costs.",8,,1.0
23,HTC,One,2013,"- Very, very difficult (possibly impossible?) to open the device without damaging the rear case. This makes every component extremely difficult to replace.
- The battery is buried beneath the motherboard and adhered to the midframe, hindering its replacement.
- The display assembly cannot be replaced without removing the rear case—this will make the most common repair, a damaged screen, nearly impossible.",1,,1.0
22,BlackBerry,Z10,2013,"+ The battery can be replaced without any tools.
+ Motherboard and display come out with little difficulty and are held in place with little adhesive.
- Smaller components (headphone jack, camera) are modular and can be replaced individually, but have somewhat strong adhesive holding them in place.",8,,1.0
21,Nexus,4,2012,"+ Removing the back cover requires nothing more than a common screwdriver, a plastic opening tool, and some patience.
+ The entire device only contains four different length screws—all common screw types—for a total of only 15 screws.
- The battery is stuck to the frame with a lot of adhesive, so removing it without puncturing the battery can be difficult.",7,,1.0
20,Samsung,Galaxy Note II,2012,"+ Battery is easy to replace.
+ Very easy to open for access to internal components.
- Components adhered to the back of a fused display assembly.",8,,1.0
19,Apple,iPhone 5,2012,"+ We're quite happy that the glass/display is the first thing that comes off the iPhone 5. The majority of iPhone repairs are due to a shattered front glass.
+ The battery comes out with a bit of prying once the front panel is removed.
- The iPhone 5 still uses Pentalobe screws on the exterior, making it more difficult to open the device.",7,,1.0
18,Samsung,Galaxy S III,2012,"+ The battery can be replaced without any tools.
+ Very easy to open and access internal components.
- The glass is fused to both the display and the display frame, increasing repair costs.",8,,1.0
17,Motorola,Droid 4,2012,"+ The lack of security or proprietary screws is a welcome sight.
- Keyboard contacts are located on the motherboard, making keyboard replacement costly and difficult.
- Tons of glue adheres the glue that is securing the glue to the glue that holds the phone together.",4,,1.0
16,Samsung,Galaxy Nexus,2011,"+ Battery replacement is incredibly simple thanks to the removable rear panel.
+ Minimal adhesive makes removal of the motherboard and other components a snap.
- Removing the rear case to access the motherboard and other internals requires a lot of careful prying and guitar-picking.",7,,1.0
15,Motorola,Droid RAZR,2011,"+ Once the battery and motherboard are within reach, replacement is easy—no soldering required.
- The front panel is adhered to the AMOLED display, so they must be replaced as one expensive unit.
- All plastic frames and casing proved to be incredibly tedious to remove, and felt like they would break at any moment.",4,,1.0
14,Apple,iPhone 4S,2011,"+ The iPhone 4S is still held together primarily with screws and limited adhesive.
+ The rear panel and battery are both easy to remove and replace (provided you have the correct screwdriver).
- Apple is again using Pentalobe screws to secure the rear panel and keep people out",6,,1.0
13,Samsung,Galaxy Note,2011,"+ Battery is easy to replace.
+ Very easy to open for access to internal components.
- Components adhered to the back of a fused display assembly.",8,,1.0
12,Motorola,Droid Bionic,2011,"+ No tools are necessary for changing the SIM and microSD cards.
+ The battery can be removed in seconds.
+ The phone is held together with a limited number of screws and plastic clips. Adhesive is minimally used in its construction.",9,,1.0
11,Motorola,Droid 3,2011,"+ There were no security screws in the entire device.
+ The battery was not soldered to anything and was easy to replace.
- There is a lot of adhesive holding things together, making disassembly and reassembly difficult.",6,,1.0
10,Samsung,Galaxy S II,2011,"+ Battery is easy to replace.
+ Very easy to open for access to internal components.
- Components adhered to the back of a fused display assembly.",8,,1.0
9,Samsung,Galaxy S 4G,2011,"+ Removing the rear panel to replace the microSD/SIM cards and the battery requires no tools.
+ Attaching components like the headphone jack to separate cables makes their replacement less costly than replacing the entire motherboard.
- The front panel is adhered to the AMOLED display, so they must be replaced as one expensive unit.",6,,1.0
8,Apple,iPhone 4 Verizon,2011,"+ The iPhone 4 is held together primarily with [lots of] screws, sans tabs, and limited adhesive.
+ The rear panel and battery are both easy to remove and replace (provided you have the right screwdriver).
- Apple is using Pentalobe screws to secure the rear panel and keep people out.",6,,1.0
7,Motorola,Atrix 4G,2011,"+ The LCD is separable from the glass front panel, making them independently replaceable.
+ The phone is held together with a limited number of screws and plastic clips. Adhesive is minimally used in its construction.
+ The battery can be removed in seconds.",9,,1.0
6,Nexus,S,2010,"+ Battery is very easily replaceable -- just remove the back cover to swap it out.
+ The motherboard comes out easily once you're inside, as it's held in place by regular screws and connectors.
- Front panel is attached with adhesive instead of screws, so it's harder to take off than on the iPhone.",7,,1.0
5,HTC,Surround,2010,"+ Relatively easy to remove the rear case to replace the battery.
- Unable to access the internal MicroSDHC card without voiding the warranty.
- It is very difficult to access the front panel and LCD for replacement.",5,,1.0
4,Nokia,N8,2010,"+ The battery, although considered by Nokia not to be user-serviceable, can be easily removed.
+ The AMOLED display easily comes apart from the glass, which means that you can replace the glass and the display independently.
- Removing the cameras is near-impossible, and requires tedious, potentially detrimental steps.",8,,1.0
3,Apple,iPhone 3GS,2009,"+ LCD and front glass are not fused and can be replaced individually.
+ Standard Phillips screws used throughout.
- Battery is buried under the logic board, making it difficult to replace.",7,,1.0
2,Apple,iPhone 3G,2008,"+ LCD and front glass are not fused and can be replaced individually.
+ Standard Phillips screws used throughout.
- Battery is buried under the logic board, making it difficult to replace.",7,,1.0
1,Apple,iPhone (1st Generation),2007,"+ Standard Phillips screws used throughout.
- Hidden clips make it nearly impossible to open rear case without damaging it.
- Soldered battery is very difficult to replace.",2,,1.0
